Date,st_ko
2006-11-03,14.457002639770508
2006-11-06,14.553378105163574
2006-11-07,14.58757495880127
2006-11-08,14.575143814086914
2006-11-09,14.503634452819824
2006-11-10,14.447672843933105
2006-11-13,14.429017066955566
2006-11-14,14.472541809082031
2006-11-15,14.503634452819824
2006-11-16,14.65597915649414
2006-11-17,14.693280220031738
2006-11-20,14.624887466430664
2006-11-21,14.609343528747559
2006-11-22,14.643542289733887
2006-11-24,14.58757495880127
2006-11-27,14.472541809082031
2006-11-28,14.512961387634277
2006-11-29,14.597471237182617
2006-11-30,14.656936645507812
2006-12-01,14.575557708740234
2006-12-04,14.656936645507812
2006-12-05,15.023120880126953
2006-12-06,15.142053604125977
2006-12-07,15.248469352722168
2006-12-08,15.30793571472168
2006-12-11,15.276637077331543
2006-12-12,15.304803848266602
2006-12-13,15.286025047302246
2006-12-14,15.336106300354004
2006-12-15,15.314194679260254
2006-12-18,15.304803848266602
2006-12-19,15.264122009277344
2006-12-20,15.257854461669922
2006-12-21,15.229696273803711
2006-12-22,15.142053604125977
2006-12-26,15.195266723632812
2006-12-27,15.239080429077148
2006-12-28,15.192131996154785
2006-12-29,15.101369857788086
2007-01-03,15.2046480178833
2007-01-04,15.210911750793457
2007-01-05,15.104500770568848
2007-01-08,15.20152473449707
2007-01-09,15.214045524597168
2007-01-10,15.235950469970703
2007-01-11,15.254730224609375
2007-01-12,15.195266723632812
2007-01-16,15.179608345031738
2007-01-17,15.210911750793457
2007-01-18,15.132669448852539
2007-01-19,15.104500770568848
2007-01-22,15.032513618469238
2007-01-23,15.06068229675293
2007-01-24,15.063803672790527
2007-01-25,15.00434398651123
2007-01-26,14.96992015838623
2007-01-29,14.93236255645752
2007-01-30,14.96366024017334
2007-01-31,14.985565185546875
2007-02-01,15.054415702819824
2007-02-02,15.098233222961426
2007-02-05,14.9918212890625
2007-02-06,15.038772583007812
2007-02-07,15.032513618469238
2007-02-08,14.9793062210083
2007-02-09,14.948005676269531
2007-02-12,14.998083114624023
2007-02-13,15.088846206665039
2007-02-14,14.985565185546875
2007-02-15,14.976175308227539
2007-02-16,14.98243522644043
2007-02-20,14.95426082611084
2007-02-21,14.888540267944336
2007-02-22,14.804038047790527
2007-02-23,14.791510581970215
2007-02-26,14.9354887008667
2007-02-27,14.5192232131958
2007-02-28,14.6099853515625
2007-03-01,14.559908866882324
2007-03-02,14.36273193359375
2007-03-05,14.487918853759766
2007-03-06,14.688234329223633
2007-03-07,14.6318998336792
2007-03-08,14.75709342956543
2007-03-09,14.888540267944336
2007-03-12,15.007473945617676
2007-03-13,14.834102630615234
2007-03-14,14.827796936035156
2007-03-15,14.840410232543945
2007-03-16,14.881391525268555
2007-03-19,14.919209480285645
2007-03-20,15.010627746582031
2007-03-21,15.212364196777344
2007-03-22,15.209216117858887
2007-03-23,15.146172523498535
2007-03-26,15.177694320678711
2007-03-27,15.136712074279785
2007-03-28,15.10204029083252
2007-03-29,15.165084838867188
2007-03-30,15.13040828704834
2007-04-02,15.294322967529297
2007-04-03,15.442477226257324
2007-04-04,15.590624809265137
2007-04-05,15.609540939331055
2007-04-09,15.644218444824219
2007-04-10,15.786059379577637
2007-04-11,15.647361755371094
2007-04-12,15.656820297241211
2007-04-13,15.723015785217285
2007-04-16,15.84595012664795
2007-04-17,16.2557315826416
2007-04-18,16.28410530090332
2007-04-19,16.312469482421875
2007-04-20,16.419649124145508
2007-04-23,16.28095245361328
2007-04-24,16.29986000061035
2007-04-25,16.30931854248047
2007-04-26,16.416494369506836
2007-04-27,16.410184860229492
2007-04-30,16.451169967651367
2007-05-01,16.58987045288086
2007-05-02,16.615079879760742
2007-05-03,16.678123474121094
2007-05-04,16.772693634033203
2007-05-07,16.898778915405273
2007-05-08,16.728551864624023
2007-05-09,16.741168975830078
2007-05-10,16.542579650878906
2007-05-11,16.60877227783203
2007-05-14,16.580406188964844
2007-05-15,16.536272048950195
2007-05-16,16.624534606933594
2007-05-17,16.454315185546875
2007-05-18,16.58987045288086
2007-05-21,16.36290168762207
2007-05-22,16.22736167907715
2007-05-23,16.180076599121094
2007-05-24,16.15171241760254
2007-05-25,16.356603622436523
2007-05-29,16.448015213012695
2007-05-30,16.722251892089844
2007-05-31,16.703346252441406
2007-06-01,16.643449783325195
2007-06-04,16.602468490600586
2007-06-05,16.492143630981445
2007-06-06,16.391284942626953
2007-06-07,16.195838928222656
2007-06-08,16.287250518798828
2007-06-11,16.27464485168457
2007-06-12,16.120193481445312
2007-06-13,16.29788589477539
2007-06-14,16.28203582763672
2007-06-15,16.367704391479492
2007-06-18,16.424819946289062
2007-06-19,16.30741310119629
2007-06-20,16.33914566040039
2007-06-21,16.52954864501953
2007-06-22,16.38039779663086
2007-06-25,16.427997589111328
2007-06-26,16.4851131439209
2007-06-27,16.640602111816406
2007-06-28,16.700897216796875
2007-06-29,16.599348068237305
2007-07-02,16.678680419921875
2007-07-03,16.78657341003418
2007-07-05,16.71358871459961
2007-07-06,16.691370010375977
2007-07-09,16.723106384277344
2007-07-10,16.53271484375
2007-07-11,16.52954864501953
2007-07-12,16.700897216796875
2007-07-13,16.85321617126465
2007-07-16,17.088029861450195
2007-07-17,16.87225341796875
2007-07-18,16.95475959777832
2007-07-19,17.040437698364258
2007-07-20,16.884946823120117
2007-07-23,17.021398544311523
2007-07-24,16.888124465942383
2007-07-25,17.151498794555664
2007-07-26,16.81195640563965
2007-07-27,16.589832305908203
2007-07-30,16.624738693237305
2007-07-31,16.535884857177734
2007-08-01,16.90398597717285
2007-08-02,17.027742385864258
2007-08-03,16.907163619995117
2007-08-06,17.208621978759766
2007-08-07,17.28160858154297
2007-08-08,17.725862503051758
2007-08-09,17.72269058227539
2007-08-10,17.44661521911621
2007-08-13,17.300642013549805
2007-08-14,17.180055618286133
2007-08-15,17.081693649291992
2007-08-16,17.002349853515625
2007-08-17,17.278430938720703
2007-08-20,17.300642013549805
2007-08-21,17.145158767700195
2007-08-22,17.119775772094727
2007-08-23,17.129287719726562
2007-08-24,17.13563346862793
2007-08-27,17.138811111450195
2007-08-28,16.900814056396484
2007-08-29,16.980140686035156
2007-08-30,16.945236206054688
2007-08-31,17.065818786621094
2007-09-04,17.253047943115234
2007-09-05,17.037267684936523
2007-09-06,17.345073699951172
2007-09-07,17.322856903076172
2007-09-10,17.316503524780273
2007-09-11,17.662395477294922
2007-09-12,17.82841682434082
2007-09-13,17.838001251220703
2007-09-14,18.007219314575195
2007-09-17,17.649627685546875
2007-09-18,18.010406494140625
2007-09-19,18.07745933532715
2007-09-20,17.97848892211914
2007-09-21,18.05510711669922
2007-09-24,18.102994918823242
2007-09-25,18.20516014099121
2007-09-26,18.310527801513672
2007-09-27,18.304147720336914
2007-09-28,18.348838806152344
2007-10-01,18.48613739013672
2007-10-02,18.492511749267578
2007-10-03,18.380767822265625
2007-10-04,18.476552963256836
2007-10-05,18.54041290283203
2007-10-08,18.45419692993164
2007-10-09,18.479747772216797
2007-10-10,18.476552963256836
2007-10-11,18.259441375732422
2007-10-12,18.45419692993164
2007-10-15,18.403120040893555
2007-10-16,18.44143295288086
2007-10-17,18.866065979003906
2007-10-18,18.9522762298584
2007-10-19,18.760709762573242
2007-10-22,18.91715431213379
2007-10-23,19.076797485351562
2007-10-24,19.214080810546875
2007-10-25,19.571674346923828
2007-10-26,19.657882690429688
2007-10-29,19.74407958984375
2007-10-30,19.708953857421875
2007-10-31,19.71854591369629
2007-11-01,19.44396209716797
2007-11-02,19.319446563720703
2007-11-05,19.265161514282227
2007-11-06,19.479076385498047
2007-11-07,19.143840789794922
2007-11-08,19.625944137573242
2007-11-09,19.421607971191406
2007-11-12,19.111915588378906
2007-11-13,19.488662719726562
2007-11-14,19.590831756591797
2007-11-15,19.779203414916992
2007-11-16,19.99312400817871
2007-11-19,19.890953063964844
2007-11-20,20.047395706176758
2007-11-21,19.874982833862305
2007-11-23,19.890953063964844
2007-11-26,19.708953857421875
2007-11-27,20.108055114746094
2007-11-28,20.22040367126465
2007-11-29,20.156206130981445
2007-11-30,19.934707641601562
2007-12-03,19.966814041137695
2007-12-04,20.143367767333984
2007-12-05,20.239675521850586
2007-12-06,20.246091842651367
2007-12-07,20.271770477294922
2007-12-10,20.310293197631836
2007-12-11,20.213991165161133
2007-12-12,20.470794677734375
2007-12-13,20.573528289794922
2007-12-14,20.483638763427734
2007-12-17,20.053483963012695
2007-12-18,19.973230361938477
2007-12-19,20.17546844482422
2007-12-20,19.992490768432617
2007-12-21,20.246091842651367
2007-12-24,20.29102897644043
2007-12-26,20.226831436157227
2007-12-27,19.998918533325195
2007-12-28,19.989282608032227
2007-12-31,19.700380325317383
2008-01-02,19.610488891601562
2008-01-03,19.815929412841797
2008-01-04,19.854455947875977
2008-01-07,20.323135375976562
2008-01-08,20.406597137451172
2008-01-09,20.95231056213379
2008-01-10,21.04541015625
2008-01-11,20.470794677734375
2008-01-14,20.64093589782715
2008-01-15,20.41944122314453
2008-01-16,20.111265182495117
2008-01-17,19.915451049804688
2008-01-18,19.498140335083008
2008-01-22,18.87217140197754
2008-01-23,18.897851943969727
2008-01-24,19.22206687927246
2008-01-25,18.75018310546875
2008-01-28,19.07119369506836
2008-01-29,18.795122146606445
2008-01-30,18.544742584228516
2008-01-31,18.939579010009766
2008-02-01,19.02304458618164
2008-02-04,18.8208065032959
2008-02-05,18.425966262817383
2008-02-06,18.52547836303711
2008-02-07,18.763029098510742
2008-02-08,19.019832611083984
2008-02-11,19.10008430480957
2008-02-12,19.23491096496582
2008-02-13,19.064767837524414
2008-02-14,18.795122146606445
2008-02-15,18.86253547668457
2008-02-19,18.650665283203125
2008-02-20,18.69240379333496
2008-02-21,18.6153564453125
2008-02-22,18.7020263671875
2008-02-25,18.865747451782227
2008-02-26,19.10650634765625
2008-02-27,19.276643753051758
2008-02-28,19.087249755859375
2008-02-29,18.7662353515625
2008-03-03,18.946001052856445
2008-03-04,19.0583553314209
2008-03-05,19.157875061035156
2008-03-06,18.971681594848633
2008-03-07,18.891429901123047
2008-03-10,18.830434799194336
2008-03-11,19.090452194213867
2008-03-12,19.12276268005371
2008-03-13,19.038761138916016
2008-03-14,18.586462020874023
2008-03-17,18.638160705566406
2008-03-18,19.19384002685547
2008-03-19,19.37152862548828
2008-03-20,19.72045135498047
2008-03-24,19.765682220458984
2008-03-25,19.839994430541992
2008-03-26,19.75598907470703
2008-03-27,19.80768394470215
2008-03-28,19.688142776489258
2008-03-31,19.66552734375
2008-04-01,19.84967803955078
2008-04-02,19.533063888549805
2008-04-03,19.565378189086914
2008-04-04,19.465219497680664
2008-04-07,19.50399398803711
2008-04-08,19.549219131469727
2008-04-09,19.636449813842773
2008-04-10,19.81414222717285
2008-04-11,19.478145599365234
2008-04-14,19.707529067993164
2008-04-15,19.688142776489258
2008-04-16,19.75598907470703
2008-04-17,19.60415267944336
2008-04-18,19.419986724853516
2008-04-21,19.497529983520508
2008-04-22,19.348915100097656
2008-04-23,19.487834930419922
2008-04-24,19.465219497680664
2008-04-25,19.16799545288086
2008-04-28,19.05491828918457
2008-04-29,18.97091293334961
2008-04-30,19.019386291503906
2008-05-01,19.090452194213867
2008-05-02,18.987070083618164
2008-05-05,18.861066818237305
2008-05-06,18.825536727905273
2008-05-07,18.424924850463867
2008-05-08,18.185850143432617
2008-05-09,18.14061164855957
2008-05-12,18.22138786315918
2008-05-13,18.25368881225586
2008-05-14,18.26661491394043
2008-05-15,18.41845703125
2008-05-16,18.437849044799805
2008-05-19,18.583229064941406
2008-05-20,18.444313049316406
2008-05-21,18.302154541015625
2008-05-22,18.825536727905273
2008-05-23,18.941843032836914
2008-05-27,18.928918838500977
2008-05-28,18.557384490966797
2008-05-29,18.696308135986328
2008-05-30,18.499231338500977
2008-06-02,18.415233612060547
2008-06-03,18.22138786315918
2008-06-04,18.318307876586914
2008-06-05,18.476612091064453
2008-06-06,18.027542114257812
2008-06-09,18.046924591064453
2008-06-10,18.741533279418945
2008-06-11,18.58218765258789
2008-06-12,18.58218765258789
2008-06-13,18.02283477783203
2008-06-16,17.61957359313965
2008-06-17,17.548036575317383
2008-06-18,17.287866592407227
2008-06-19,17.35291290283203
2008-06-20,17.450477600097656
2008-06-23,17.320392608642578
2008-06-24,17.356164932250977
2008-06-25,17.593564987182617
2008-06-26,17.307384490966797
2008-06-27,16.858600616455078
2008-06-30,16.90413475036621
2008-07-01,16.58542823791504
2008-07-02,16.705759048461914
2008-07-03,16.74152946472168
2008-07-07,16.67973518371582
2008-07-08,16.738277435302734
2008-07-09,16.549665451049805
2008-07-10,16.27323341369629
2008-07-11,16.348033905029297
2008-07-14,16.572425842285156
2008-07-15,16.84234046936035
2008-07-16,17.021202087402344
2008-07-17,16.370798110961914
2008-07-18,16.26997947692871
2008-07-21,16.130146026611328
2008-07-22,16.699251174926758
2008-07-23,17.0732421875
2008-07-24,16.8651065826416
2008-07-25,16.93014907836914
2008-07-28,16.63421058654785
2008-07-29,16.77080726623535
2008-07-30,16.68623924255371
2008-07-31,16.74803352355957
2008-08-01,17.28136444091797
2008-08-04,17.52852439880371
2008-08-05,17.856983184814453
2008-08-06,18.003324508666992
2008-08-07,17.564294815063477
2008-08-08,18.01958465576172
2008-08-11,18.00006675720215
2008-08-12,17.81795883178711
2008-08-13,17.954538345336914
2008-08-14,17.892757415771484
2008-08-15,17.90576171875
2008-08-18,17.668365478515625
2008-08-19,17.668365478515625
2008-08-20,17.674867630004883
2008-08-21,17.401697158813477
2008-08-22,17.681373596191406
2008-08-25,17.421207427978516
2008-08-26,17.404951095581055
2008-08-27,17.49275016784668
2008-08-28,17.274864196777344
2008-08-29,16.933399200439453
2008-09-02,16.897626876831055
2008-09-03,16.800064086914062
2008-09-04,16.816326141357422
2008-09-05,16.88787078857422
2008-09-08,17.359416961669922
2008-09-09,17.522024154663086
2008-09-10,17.499252319335938
2008-09-11,17.73506736755371
2008-09-12,17.84970474243164
2008-09-15,17.93157196044922
2008-09-16,17.96432876586914
2008-09-17,17.247068405151367
2008-09-18,17.48615264892578
2008-09-19,17.266721725463867
2008-09-22,16.827844619750977
2008-09-23,16.598581314086914
2008-09-24,16.438098907470703
2008-09-25,16.854047775268555
2008-09-26,17.1881103515625
2008-09-29,16.71321678161621
2008-09-30,17.319122314453125
2008-10-01,17.738338470458984
2008-10-02,17.554933547973633
2008-10-03,17.217588424682617
2008-10-06,16.67717933654785
2008-10-07,16.1466064453125
2008-10-08,15.527596473693848
2008-10-09,14.18150806427002
2008-10-10,13.59196949005127
2008-10-13,15.478475570678711
2008-10-14,14.32234001159668
2008-10-15,14.4795503616333
2008-10-16,14.993746757507324
2008-10-17,14.476268768310547
2008-10-20,15.216458320617676
2008-10-21,15.075629234313965
2008-10-22,14.8627347946167
2008-10-23,14.102897644042969
2008-10-24,13.627994537353516
2008-10-27,13.431488037109375
2008-10-28,14.820161819458008
2008-10-29,14.36163330078125
2008-10-30,14.626925468444824
2008-10-31,14.430418968200684
2008-11-03,14.88566780090332
2008-11-04,15.075629234313965
2008-11-05,14.64985466003418
2008-11-06,14.571246147155762
2008-11-07,15.147677421569824
2008-11-10,15.033045768737793
2008-11-11,14.554871559143066
2008-11-12,14.355086326599121
2008-11-13,15.157505989074707
2008-11-14,14.744830131530762
2008-11-17,14.400940895080566
2008-11-18,14.243735313415527
2008-11-19,13.844161033630371
2008-11-20,13.451140403747559
2008-11-21,14.410770416259766
2008-11-24,14.813614845275879
2008-11-25,14.761208534240723
2008-11-26,14.989112854003906
2008-11-28,15.481266975402832
2008-12-01,14.64229965209961
2008-12-02,14.510178565979004
2008-12-03,15.240143775939941
2008-12-04,14.781027793884277
2008-12-05,15.187301635742188
2008-12-08,15.187301635742188
2008-12-09,14.807455062866211
2008-12-10,14.965997695922852
2008-12-11,14.605968475341797
2008-12-12,14.721575736999512
2008-12-15,14.853699684143066
2008-12-16,15.345849990844727
2008-12-17,15.0221529006958
2008-12-18,14.92306137084961
2008-12-19,14.675333023071289
2008-12-22,14.751300811767578
2008-12-23,14.523396492004395
2008-12-24,14.566329002380371
2008-12-26,14.724878311157227
2008-12-29,14.668722152709961
2008-12-30,14.84047794342041
2008-12-31,14.95278263092041
2009-01-02,15.160871505737305
2009-01-05,15.00893783569336
2009-01-06,14.767815589904785
2009-01-07,14.84047794342041
2009-01-08,14.942877769470215
2009-01-09,14.731480598449707
2009-01-12,14.444121360778809
2009-01-13,14.539912223815918
2009-01-14,14.077482223510742
2009-01-15,14.321907997131348
2009-01-16,14.480453491210938
2009-01-20,14.16336441040039
2009-01-21,14.298786163330078
2009-01-22,14.242630004882812
2009-01-23,13.93875789642334
2009-01-26,14.212910652160645
2009-01-27,14.311997413635254
2009-01-28,14.487055778503418
2009-01-29,14.38466739654541
2009-01-30,14.110516548156738
2009-02-02,13.951967239379883
2009-02-03,14.308697700500488
2009-02-04,14.004815101623535
2009-02-05,14.100601196289062
2009-02-06,14.38466739654541
2009-02-09,13.975088119506836
2009-02-10,13.433398246765137
2009-02-11,13.631576538085938
2009-02-12,14.662121772766113
2009-02-13,14.483755111694336
2009-02-17,14.070873260498047
2009-02-18,14.097299575805664
2009-02-19,14.302093505859375
2009-02-20,14.150153160095215
2009-02-23,13.902421951293945
2009-02-24,14.22281265258789
2009-02-25,13.99491024017334
2009-02-26,13.56551456451416
2009-02-27,13.49284839630127
2009-03-02,13.109695434570312
2009-03-03,12.825638771057129
2009-03-04,13.12291145324707
2009-03-05,12.50193977355957
2009-03-06,12.914815902709961
2009-03-09,12.799210548400879
2009-03-10,12.934636116027832
2009-03-11,13.208353996276855
2009-03-12,13.632272720336914
2009-03-13,13.759119033813477
2009-03-16,13.775806427001953
2009-03-17,13.835886001586914
2009-03-18,13.902647972106934
2009-03-19,14.079565048217773
2009-03-20,14.233113288879395
2009-03-23,14.733802795410156
2009-03-24,14.693754196166992
2009-03-25,14.937417984008789
2009-03-26,14.97079849243164
2009-03-27,15.054247856140137
2009-03-30,14.66036605834961
2009-03-31,14.670387268066406
2009-04-01,14.974140167236328
2009-04-02,15.134354591369629
2009-04-03,15.010859489440918
2009-04-06,15.017525672912598
2009-04-07,14.894025802612305
2009-04-08,15.017525672912598
2009-04-09,15.017525672912598
2009-04-13,14.930742263793945
2009-04-14,14.757168769836426
2009-04-15,15.030887603759766
2009-04-16,15.054247856140137
2009-04-17,15.027542114257812
2009-04-20,14.797224998474121
2009-04-21,14.383317947387695
2009-04-22,14.32990837097168
2009-04-23,14.32657241821289
2009-04-24,14.283175468444824
2009-04-27,14.099588394165039
2009-04-28,14.112945556640625
2009-04-29,14.256468772888184
2009-04-30,14.369964599609375
2009-05-01,14.176358222961426
2009-05-04,14.410018920898438
2009-05-05,14.400010108947754
2009-05-06,14.33324909210205
2009-05-07,14.286514282226562
2009-05-08,14.32657241821289
2009-05-11,14.269829750061035
2009-05-12,14.82059097290039
2009-05-13,14.563568115234375
2009-05-14,14.987491607666016
2009-05-15,15.007512092590332
2009-05-18,15.378037452697754
2009-05-19,15.568294525146484
2009-05-20,15.688467979431152
2009-05-21,15.581649780273438
2009-05-22,15.788604736328125
2009-05-26,15.758561134338379
2009-05-27,15.564967155456543
2009-05-28,15.655085563659668
2009-05-29,16.409465789794922
2009-06-01,16.362735748291016
2009-06-02,16.57636070251465
2009-06-03,16.38610076904297
2009-06-04,16.60974884033203
2009-06-05,16.502931594848633
2009-06-08,16.48290252685547
2009-06-09,16.38610076904297
2009-06-10,16.159120559692383
2009-06-11,16.35437774658203
2009-06-12,16.458738327026367
2009-06-15,16.196147918701172
2009-06-16,16.101886749267578
2009-06-17,16.135557174682617
2009-06-18,16.68092155456543
2009-06-19,16.43180274963379
2009-06-22,16.1557559967041
2009-06-23,16.0917911529541
2009-06-24,15.99079418182373
2009-06-25,16.108623504638672
2009-06-26,16.202884674072266
2009-06-29,16.256746292114258
2009-06-30,16.1557559967041
2009-07-01,16.556365966796875
2009-07-02,16.45536994934082
2009-07-06,16.495765686035156
2009-07-07,16.37456512451172
2009-07-08,16.330812454223633
2009-07-09,16.398134231567383
2009-07-10,16.263477325439453
2009-07-13,16.512601852416992
2009-07-14,16.593395233154297
2009-07-15,17.010835647583008
2009-07-16,17.098360061645508
2009-07-17,16.94014549255371
2009-07-20,17.17916488647461
2009-07-21,16.950241088867188
2009-07-22,16.53953742980957
2009-07-23,16.556365966796875
2009-07-24,16.61696434020996
2009-07-27,16.670820236206055
2009-07-28,16.627058029174805
2009-07-29,16.590028762817383
2009-07-30,16.7213191986084
2009-07-31,16.778554916381836
2009-08-03,16.697757720947266
2009-08-04,16.664093017578125
2009-08-05,16.55299949645996
2009-08-06,16.627058029174805
2009-08-07,16.6102237701416
2009-08-10,16.643890380859375
2009-08-11,16.509231567382812
2009-08-12,16.3139705657959
2009-08-13,16.19951820373535
2009-08-14,16.31734848022461
2009-08-17,16.394775390625
2009-08-18,16.36447525024414
2009-08-19,16.61696434020996
2009-08-20,16.63715934753418
2009-08-21,16.802114486694336
2009-08-24,16.51596450805664
2009-08-25,16.408235549926758
2009-08-26,16.556365966796875
2009-08-27,16.643890380859375
2009-08-28,16.51596450805664
2009-08-31,16.418338775634766
2009-09-01,16.337541580200195
2009-09-02,16.76508331298828
2009-09-03,16.691024780273438
2009-09-04,16.815582275390625
2009-09-08,16.97043800354004
2009-09-09,17.044498443603516
2009-09-10,17.027671813964844
2009-09-11,17.482463836669922
2009-09-14,17.70307731628418
2009-09-15,17.8015079498291
